City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
346,Fare,PF,-16.7,-151.0167,81.73,76,62,10.02,broken clouds
347,Botro,CI,7.8525,-5.3106,83.97,57,100,3.6,overcast clouds
348,Yuksekova,TR,37.5736,44.2872,39.6,79,100,1.83,overcast clouds
349,Port Hawkesbury,CA,45.6169,-61.3485,45.91,70,0,10.36,clear sky
350,Srivardhan,IN,18.0333,73.0167,78.6,78,8,5.97,clear sky
351,North Platte,US,41.1239,-100.7654,62.49,19,0,25.01,clear sky
352,Bingol,TR,38.8847,40.4939,50.13,77,100,3.4,overcast clouds
353,Kajaani,FI,64.2273,27.7285,17.65,73,0,2.3,clear sky
354,Norman Wells,CA,65.282,-126.8329,-3.96,54,75,4.61,broken clouds
355,Lata,PT,40.1629,-8.3327,54.81,40,2,5.79,clear sky
356,San Patricio,US,28.017,-97.5169,87.17,42,0,13.22,clear sky
357,Ancud,CL,-41.8697,-73.8203,51.22,66,71,9.78,broken clouds
358,Key West,US,24.5557,-81.7826,87.8,66,20,10.36,few clouds
359,Dakar,SN,14.6937,-17.4441,68.88,77,75,16.11,broken clouds
360,Nurota,UZ,40.5614,65.6886,63.54,30,7,5.3,clear sky
361,Abha,SA,18.2164,42.5053,66.02,34,0,5.75,clear sky
362,Takoradi,GH,4.8845,-1.7554,82.54,83,100,12.26,light rain
363,Tautira,PF,-17.7333,-149.15,81.05,80,14,14.36,moderate rain
364,Cerrito,CO,6.8432,-72.694,62.69,77,100,1.88,overcast clouds
365,Kodiak,US,57.79,-152.4072,36.91,65,100,11.5,overcast clouds
366,Bubaque,GW,11.2833,-15.8333,74.77,73,65,21.3,broken clouds
367,Somerton,US,32.5964,-114.7097,82.0,34,0,9.22,clear sky
368,Terrace,CA,54.5163,-128.6035,39.11,93,100,20.71,light intensity shower rain
369,Bargarh,IN,21.3333,83.6167,84.02,14,6,5.7,clear sky
370,Valparaiso,CL,-33.0393,-71.6273,77.23,53,0,13.8,clear sky
371,Sambava,MG,-14.2667,50.1667,78.06,87,100,11.03,light rain
372,Jumla,NP,29.2747,82.1838,46.72,50,5,4.25,clear sky
373,Olafsvik,IS,64.8945,-23.7142,37.67,94,100,12.06,overcast clouds
374,Rocha,UY,-34.4833,-54.3333,75.52,58,93,11.41,overcast clouds
375,Eydhafushi,MV,5.1033,73.0708,83.01,68,0,3.22,clear sky
376,Moerai,PF,-22.4333,-151.3333,81.1,76,100,14.32,overcast clouds
377,Martapura,ID,-3.4167,114.85,75.29,100,20,3.44,few clouds
378,Saint-Prosper,CA,46.2117,-70.4811,42.71,78,100,4.94,overcast clouds
379,Cangzhou,CN,38.3167,116.8667,50.94,45,1,10.6,clear sky
380,Paita,PE,-5.0892,-81.1144,78.28,68,39,14.18,scattered clouds
381,Kirakira,SB,-10.4544,161.9205,80.22,84,100,9.57,overcast clouds
382,Aanekoski,FI,62.6946,25.818,27.68,84,100,2.24,overcast clouds
383,Galesong,ID,-5.3166,119.3661,75.22,83,73,3.33,broken clouds
384,Winneba,GH,5.3511,-0.6231,82.72,82,100,16.49,light rain
385,Paamiut,GL,61.994,-49.6678,35.94,80,75,10.45,broken clouds
386,Mogadishu,SO,2.0371,45.3438,81.84,78,38,13.6,scattered clouds
387,Faanui,PF,-16.4833,-151.75,81.52,76,98,9.82,overcast clouds
388,Zhengjiatun,CN,43.5064,123.5064,46.99,45,0,24.56,clear sky
389,Bijie,CN,27.3125,105.2942,49.66,67,100,3.74,overcast clouds
390,Zilair,RU,52.2332,57.4392,40.46,93,100,5.53,light rain
391,Zverinogolovskoye,RU,54.4586,64.8542,39.07,84,100,17.43,overcast clouds
392,Krasnoselkup,RU,65.7,82.4667,-1.95,100,96,5.3,overcast clouds
393,Misratah,LY,32.3754,15.0925,60.31,83,0,16.24,clear sky
394,Noumea,NC,-22.2763,166.4572,81.0,99,93,10.69,overcast clouds
395,Vestmannaeyjar,IS,63.4427,-20.2734,43.02,82,100,20.33,overcast clouds
396,Mokhotlong,LS,-29.2894,29.0675,51.49,81,72,3.15,broken clouds
397,Monrovia,LR,6.3005,-10.7969,82.17,83,99,8.7,overcast clouds
398,Urdoma,RU,61.7533,48.5442,24.82,95,100,8.55,light snow
399,Luancheng,CN,37.8792,114.6517,46.56,59,3,4.41,clear sky
400,Puerto Del Rosario,ES,28.5004,-13.8627,67.75,77,40,14.97,scattered clouds
401,Japura,ID,-0.3167,102.35,73.83,92,8,1.97,clear sky
402,Belmonte,BR,-15.8631,-38.8828,82.83,66,1,8.3,clear sky
403,Itarema,BR,-2.9248,-39.9167,80.96,84,16,11.99,moderate rain
404,Sao Joao Da Barra,BR,-21.6403,-41.0511,78.89,79,12,12.5,few clouds
405,Balancan,MX,17.8,-91.5333,95.02,41,100,2.89,overcast clouds
406,Tura,IN,25.5198,90.2201,70.47,91,9,5.41,moderate rain
407,Maham,IN,28.9833,76.3,78.73,5,5,4.36,clear sky
408,Leningradskiy,RU,69.3833,178.4167,-21.48,100,96,3.0,overcast clouds
409,Qasigiannguit,GL,68.8193,-51.1922,30.45,90,23,7.07,few clouds
410,San Pedro,PH,14.35,121.0167,79.27,76,20,4.61,few clouds
411,Urumqi,CN,43.801,87.6005,52.75,38,0,8.95,clear sky
412,Hofn,IS,64.2539,-15.2082,39.04,83,100,14.54,overcast clouds
413,Shima,CN,24.4478,117.8111,59.02,66,0,2.21,clear sky
414,San Policarpo,PH,12.1791,125.5072,79.14,85,83,12.71,broken clouds
415,Komsomolskiy,UZ,40.4272,71.7189,57.92,62,100,6.91,overcast clouds
416,Kavaratti,IN,10.5669,72.642,82.45,72,72,6.91,broken clouds
417,Atambua,ID,-9.1061,124.8925,71.22,86,27,2.46,scattered clouds
418,Tarko-Sale,RU,64.9225,77.785,5.22,95,100,8.61,overcast clouds
419,Jacareacanga,BR,-6.2222,-57.7528,79.47,95,100,2.48,overcast clouds
420,Amapa,BR,1.0,-52.0,78.46,96,100,2.39,light rain
421,Kiruna,SE,67.8557,20.2251,11.32,85,87,5.75,overcast clouds
422,Canyon,US,34.9803,-101.9188,83.25,20,90,14.23,overcast clouds
423,Constitucion,CL,-35.3333,-72.4167,63.1,42,0,20.87,clear sky
424,Eureka,US,40.8021,-124.1637,57.2,73,100,7.0,overcast clouds
425,Kamenka,RU,51.3223,42.7678,41.27,85,100,6.78,overcast clouds
426,Ambon,ID,-3.6954,128.1814,80.56,72,100,4.81,overcast clouds
427,La Plaine,DM,15.3333,-61.25,84.49,51,20,13.8,few clouds
428,Vestmanna,FO,62.1564,-7.1664,43.72,100,100,20.71,drizzle
429,Mehriz,IR,31.5917,54.4318,70.3,13,1,0.87,clear sky
430,Esperance,AU,-33.8667,121.9,64.24,90,100,7.58,light rain
431,Weiden,DE,49.6775,12.1567,30.42,68,100,0.0,overcast clouds
432,Redlands,US,34.0556,-117.1825,76.42,71,100,3.44,haze
433,Sayat,TM,38.7839,63.8803,67.87,23,0,9.73,clear sky
434,Marquette,US,46.5333,-87.6335,40.44,81,100,2.39,overcast clouds
435,Oksfjord,NO,70.2396,22.3479,28.58,90,82,7.18,broken clouds
436,Atar,MR,20.5169,-13.0499,82.22,12,0,13.71,clear sky
437,Warmbad,NA,-28.45,18.7333,65.98,46,0,15.55,clear sky
438,Port Hardy,CA,50.6996,-127.4199,42.98,87,100,3.44,light intensity shower rain
439,Arcachon,FR,44.5875,-1.0519,44.92,52,0,5.75,clear sky
440,El Prat De Llobregat,ES,41.3278,2.0947,47.1,72,75,9.22,broken clouds
441,Benghazi,LY,32.1167,20.0667,65.86,61,0,18.1,clear sky
442,Slobodskoy,RU,58.7322,50.1772,32.72,98,100,8.41,light snow
443,Pacific Grove,US,36.6177,-121.9166,64.38,79,20,12.66,few clouds
444,Matay,EG,28.419,30.7792,76.66,17,30,17.69,scattered clouds
445,Nove Hrady,CZ,48.7896,14.7784,29.55,87,100,3.47,overcast clouds
446,Maniitsoq,GL,65.4167,-52.9,34.7,85,5,4.07,clear sky
447,Claudio,BR,-20.4433,-44.7658,75.4,77,16,3.02,few clouds
448,Khorinsk,RU,52.1657,109.7726,23.02,77,100,2.3,overcast clouds
449,Yining,CN,29.0361,114.5636,53.46,82,100,2.46,overcast clouds
450,Ternate,ID,0.8,127.4,79.81,79,98,3.11,overcast clouds
451,Palu,ID,-0.8917,119.8707,75.04,95,100,2.08,overcast clouds
452,Dunn,US,44.95,-91.8835,46.96,49,100,3.44,overcast clouds
453,Timbiqui,CO,2.7717,-77.6654,83.3,78,100,6.6,moderate rain
454,Ust-Kulom,RU,61.6864,53.6902,29.46,98,100,5.17,snow
455,Turukhansk,RU,65.8167,87.9833,-3.78,100,23,4.56,few clouds
456,Labuhan,ID,-6.8844,112.2051,75.63,91,100,12.33,overcast clouds
457,Gobabis,NA,-22.45,18.9667,70.57,53,96,10.16,overcast clouds
458,Svarychiv,UA,48.9622,24.1966,28.81,88,100,8.34,overcast clouds
459,Ballina,AU,-28.8667,153.5667,64.78,96,100,6.91,light rain
460,Saint Anthony,US,45.0205,-93.218,44.24,58,100,8.05,snow
461,Blagoyevo,RU,63.3667,47.9167,24.64,95,100,7.78,light snow
462,Kandrian,PG,-6.2167,149.55,75.74,89,100,3.96,overcast clouds
463,Natal,BR,-5.795,-35.2094,79.45,100,75,11.5,moderate rain
464,Lompoc,US,34.6391,-120.4579,66.69,78,100,5.01,overcast clouds
465,Dunedin,NZ,-45.8742,170.5036,55.8,76,100,3.0,overcast clouds
466,Cairns,AU,-16.9167,145.7667,76.06,97,99,0.0,overcast clouds
467,Bad Kissingen,DE,50.2,10.0833,32.76,91,24,3.38,few clouds
468,Thiruvananthapuram,IN,8.4833,76.9167,84.18,79,40,0.0,mist
469,Nechi,CO,8.0942,-74.7757,87.1,74,100,1.23,overcast clouds
470,Hovd,MN,48.0056,91.6419,41.61,34,100,6.24,overcast clouds
471,Salinopolis,BR,-0.6136,-47.3561,82.47,76,69,10.09,moderate rain
472,Sal Rei,CV,16.1833,-22.9167,73.6,60,20,11.5,few clouds
473,Buarcos,PT,40.166,-8.8768,56.66,59,31,17.45,scattered clouds
474,Longyearbyen,SJ,78.2186,15.6401,6.64,56,20,18.41,few clouds
475,Deputatskiy,RU,69.3,139.9,-19.5,99,83,2.46,broken clouds
476,Victor Harbor,AU,-35.5667,138.6167,56.46,88,27,2.98,scattered clouds
477,Havelock,US,34.8791,-76.9013,76.95,34,0,16.11,clear sky
478,Manama,BH,26.2154,50.5832,77.34,43,0,5.75,clear sky
479,Cananeia,BR,-25.0147,-47.9267,75.38,82,90,3.02,overcast clouds
480,High Rock,BS,26.6208,-78.2833,78.82,71,95,12.66,overcast clouds
481,Kijang,KR,35.2442,129.2139,44.33,64,0,4.45,clear sky
482,Arkhangelsk,RU,64.5401,40.5433,17.71,62,40,0.0,scattered clouds
483,Menongue,AO,-14.6585,17.691,63.32,97,72,4.63,light rain
484,Grand Gaube,MU,-20.0064,57.6608,79.38,82,20,7.0,few clouds
485,Puerto Escondido,MX,15.85,-97.0667,85.03,74,0,9.22,clear sky
486,Luena,AO,-11.7833,19.9167,64.0,94,90,4.12,light rain
487,Miri,MY,4.4148,114.0089,75.34,100,20,2.3,few clouds
488,Naranjal,EC,-2.6667,-79.6167,84.58,78,80,3.94,light rain
489,Lakes Entrance,AU,-37.8811,147.981,57.16,92,100,21.56,light rain
490,Boguchany,RU,58.3814,97.4531,4.17,99,68,2.48,broken clouds
491,Loralai,PK,30.3705,68.598,67.33,8,100,7.58,overcast clouds
492,Paragominas,BR,-2.9667,-47.4833,81.23,91,97,3.8,overcast clouds
493,Asfi,MA,32.2994,-9.2372,60.53,76,47,10.92,scattered clouds
494,Kuching,MY,1.55,110.3333,75.42,100,40,2.3,scattered clouds
495,Nordhausen,DE,51.5167,10.8,36.16,85,78,6.89,broken clouds
496,Zhigansk,RU,66.7697,123.3711,3.63,99,99,8.66,overcast clouds
497,Farkhor,TJ,37.4922,69.4036,59.83,37,0,7.07,clear sky
498,Peace River,CA,56.2501,-117.286,48.51,46,20,8.05,few clouds
499,Tecoanapa,MX,16.5167,-98.75,83.82,52,74,10.98,broken clouds
500,Quang Ngai,VN,15.1167,108.8,66.7,93,100,8.95,overcast clouds
501,Half Moon Bay,US,37.4636,-122.4286,76.62,61,0,20.71,mist
502,Palembang,ID,-2.9167,104.7458,77.09,88,75,14.97,broken clouds
503,Ituiutaba,BR,-18.9689,-49.465,85.82,51,73,7.85,broken clouds
504,Agogo,GH,6.8,-1.0819,77.05,73,92,4.68,light rain
505,Banda Aceh,ID,5.5577,95.3222,77.43,84,100,8.28,overcast clouds
506,Grand-Santi,GF,4.25,-54.3833,80.15,92,100,3.53,light rain
507,Kruisfontein,ZA,-34.0033,24.7314,61.88,84,81,0.43,broken clouds
508,Huadian,CN,42.9633,126.7478,42.31,56,0,6.31,clear sky
509,Ridgecrest,US,35.6225,-117.6709,76.86,16,0,0.0,clear sky
510,Arambagh,IN,22.8833,87.7833,81.77,76,93,17.72,overcast clouds
511,Pontianak,ID,-0.0333,109.3333,76.98,94,75,2.3,broken clouds
512,Sampit,ID,-2.5333,112.95,73.78,98,67,1.19,light rain
513,Mopti,ML,14.6667,-4.0,96.93,7,62,6.69,broken clouds
514,La Rioja,ES,42.25,-2.5,31.78,85,20,5.5,few clouds
515,Buala,SB,-8.145,159.5921,77.68,83,100,3.51,overcast clouds
516,Bati,ET,11.1833,40.0167,69.85,37,5,2.28,clear sky
517,Gamba,GA,-2.65,10.0,78.12,92,100,4.94,overcast clouds
518,Careiro Da Varzea,BR,-3.2003,-59.8119,86.63,88,99,4.85,heavy intensity rain
519,Rabo De Peixe,PT,37.8,-25.5833,60.31,72,20,13.8,few clouds
520,Gravdal,NO,68.1214,13.5031,31.23,79,90,13.62,light snow
521,Riviere-Au-Renard,CA,48.9957,-64.3971,39.49,81,18,21.25,few clouds
522,Homer,US,59.6425,-151.5483,37.78,78,40,5.75,scattered clouds
523,Vaitape,PF,-16.5167,-151.75,81.52,76,96,9.71,overcast clouds
524,Viedma,AR,-40.8135,-62.9967,52.54,63,100,17.81,overcast clouds
525,Bamberg,DE,49.8795,10.8863,33.91,83,34,2.51,scattered clouds
526,Kedzierzyn-Kozle,PL,50.3498,18.2261,34.32,80,57,5.3,broken clouds
527,Waitati,NZ,-45.75,170.5667,55.8,76,100,2.66,overcast clouds
528,Hambantota,LK,6.1241,81.1185,79.3,81,9,2.91,clear sky
529,Laguna,US,38.421,-121.4238,78.3,25,0,9.22,clear sky
530,Port Shepstone,ZA,-30.7414,30.455,73.65,88,38,6.51,scattered clouds
531,Coihaique,CL,-45.5752,-72.0662,53.55,58,75,8.05,light intensity shower rain
532,Shahreza,IR,32.0339,51.8794,65.98,17,94,3.4,overcast clouds
533,Thionville,FR,49.3333,6.3333,39.09,59,64,3.65,broken clouds
534,Salalah,OM,17.0151,54.0924,80.69,83,0,0.0,clear sky
535,De-Kastri,RU,51.4667,140.7833,32.09,88,77,7.02,broken clouds
536,Havoysund,NO,70.9963,24.6622,26.83,56,100,15.46,overcast clouds
537,Mackay,AU,-21.15,149.2,75.69,94,75,5.75,light intensity shower rain
538,Dhekiajuli,IN,26.7,92.5,70.68,91,98,8.75,overcast clouds
539,Methoni,GR,36.8197,21.7049,51.66,66,16,11.05,few clouds
540,Sao Bento Do Sul,BR,-26.2503,-49.3786,66.24,97,99,3.6,overcast clouds
541,Balgazyn,RU,51.0,95.2,32.41,80,100,5.35,overcast clouds
542,Ler,SS,8.3018,30.1418,89.83,37,98,2.98,overcast clouds
543,Ewo,CG,-0.8725,14.8206,77.27,77,55,1.54,light rain
544,Pervoavgustovskiy,RU,52.2264,35.0552,31.12,97,100,9.19,light snow
545,Utica,US,43.1009,-75.2327,41.63,95,100,0.43,light rain
546,Mokhsogollokh,RU,61.4681,128.9203,6.57,99,100,1.97,overcast clouds
547,Esmeraldas,BR,-19.7625,-44.3139,82.51,55,24,2.98,few clouds
548,Ibra,OM,22.6906,58.5334,77.25,38,5,2.08,clear sky
549,Santa Maria,BR,-29.6842,-53.8069,63.7,94,100,9.22,moderate rain
550,Vizinga,RU,61.0749,50.1031,26.29,97,100,7.36,light snow
551,Barra Do Corda,BR,-5.5,-45.25,84.65,79,90,4.18,light rain
552,Mansehra,PK,34.3333,73.2,62.33,28,0,6.62,clear sky
553,Belize,BZ,17.25,-88.75,93.52,37,21,6.02,few clouds
554,Keuruu,FI,62.2667,24.7,28.58,94,100,2.73,overcast clouds
555,Mocajuba,BR,-2.5842,-49.5072,81.0,93,98,2.28,overcast clouds
556,Pitkyaranta,RU,61.5734,31.4792,18.3,96,66,3.85,broken clouds
557,Lundazi,ZM,-12.2929,33.1782,66.81,96,100,4.88,light rain
558,Manggar,ID,-2.8833,108.2667,77.94,84,38,4.29,scattered clouds
559,Coffs Harbour,AU,-30.3,153.1333,65.14,88,100,6.29,moderate rain
560,Sturgeon Bay,US,44.8342,-87.377,42.76,70,100,4.61,overcast clouds
561,Sorong,ID,-0.8833,131.25,78.4,87,100,7.05,overcast clouds
562,Otukpo,NG,7.1913,8.1329,89.76,32,100,3.76,overcast clouds
563,Mana,GF,5.6592,-53.7767,81.01,80,48,10.69,scattered clouds
564,Maceio,BR,-9.6658,-35.7353,83.64,69,75,12.66,broken clouds
565,Ust-Nera,RU,64.5667,143.2,-10.25,98,64,2.15,broken clouds
566,Kamaishi,JP,39.2667,141.8833,44.58,92,100,4.32,light rain
567,Hobyo,SO,5.3505,48.5268,81.88,74,10,9.28,clear sky
568,Santa Marinella,IT,42.0345,11.8536,51.71,85,30,6.58,scattered clouds
569,Anadyr,RU,64.75,177.4833,-8.9,77,0,4.47,clear sky
570,Padang,ID,-0.9492,100.3543,76.17,86,33,4.29,scattered clouds
571,Pilar,BR,-9.5972,-35.9567,82.33,73,91,8.66,overcast clouds
572,Nuuk,GL,64.1835,-51.7216,36.21,87,20,11.5,few clouds
573,Kalangala,UG,-0.3089,32.225,74.55,63,21,7.78,few clouds
574,Vidim,RU,56.4088,103.1106,10.2,96,67,1.72,broken clouds
575,Yar-Sale,RU,66.8333,70.8333,5.92,93,100,8.77,overcast clouds
576,Abu Kamal,SY,34.4506,40.9171,73.99,22,69,9.24,broken clouds
577,Kemijarvi,FI,66.7131,27.4306,16.74,95,88,2.01,overcast clouds
578,Awjilah,LY,29.1081,21.2869,80.69,12,6,10.89,clear sky
579,Tezu,IN,27.9167,96.1667,66.13,98,100,4.63,light rain
580,San Quintin,MX,30.4833,-115.95,62.78,60,58,9.15,broken clouds
581,Bairiki,KI,1.3292,172.9752,80.6,78,40,6.91,scattered clouds
582,Inhambane,MZ,-23.865,35.3833,78.13,70,10,12.3,clear sky
583,Verkhoyansk,RU,67.5447,133.385,-8.09,100,97,2.19,overcast clouds
584,Tessalit,ML,20.1986,1.0114,92.53,8,0,5.46,clear sky
585,Kendari,ID,-3.945,122.4989,74.14,94,69,3.96,broken clouds
586,Trapani,IT,37.8333,12.6667,51.28,87,20,3.44,few clouds
587,Aykino,RU,62.2248,49.9922,23.85,96,100,8.55,light snow
588,Aksarka,RU,66.5606,67.7975,11.41,86,100,9.57,overcast clouds
589,Filadelfia,US,39.9523,-75.1638,53.28,80,75,13.8,broken clouds
590,Filingue,NE,14.3521,3.3168,92.26,5,100,5.99,overcast clouds
591,Payakumbuh,ID,-0.2202,100.6308,68.54,97,96,3.22,moderate rain
592,Olavarria,AR,-36.8927,-60.3225,65.01,55,53,14.36,broken clouds
593,Hualmay,PE,-11.0964,-77.6139,74.28,73,15,10.76,few clouds
594,Tavistock,GB,50.5494,-4.1442,44.64,65,54,5.37,broken clouds
595,Baytown,US,29.7355,-94.9774,83.1,48,0,1.99,clear sky
596,Souillac,MU,-20.5167,57.5167,79.18,83,75,11.5,broken clouds
597,Nishihara,JP,26.1842,127.7558,63.68,80,40,12.66,scattered clouds
598,Pedernales,DO,18.0384,-71.744,83.44,64,15,4.56,few clouds
599,Kholtoson,RU,50.2981,103.3097,35.76,64,100,10.09,overcast clouds
600,Bitlis,TR,38.5,42.25,38.79,77,14,7.67,few clouds
601,Maxixe,MZ,-23.8597,35.3472,77.41,70,11,11.16,few clouds
602,Miles City,US,46.4083,-105.8406,52.77,50,40,20.71,scattered clouds
603,Biltine,TD,14.5333,20.9167,89.78,9,75,10.33,broken clouds
604,Saravan,AM,39.7196,45.6483,45.77,49,40,2.93,scattered clouds
605,Chabahar,IR,25.2919,60.643,78.46,61,3,0.51,clear sky
606,Morondava,MG,-20.2833,44.2833,81.66,69,18,10.2,few clouds
607,Pahrump,US,36.2083,-115.9839,77.45,17,100,1.99,overcast clouds
608,Sinnamary,GF,5.3833,-52.95,80.04,86,47,11.39,light rain
609,Polunochnoye,RU,60.8697,60.4153,28.18,99,100,1.61,light snow
610,Akonolinga,CM,3.7667,12.25,71.92,80,100,4.09,overcast clouds
611,Saint Helens,GB,53.45,-2.7333,46.72,70,0,10.36,clear sky
612,Moree,AU,-29.4667,149.85,60.82,94,100,8.05,overcast clouds
613,Krasnoborsk,RU,61.5598,45.934,23.83,95,99,8.19,overcast clouds
614,Marathon,US,44.9,-89.7668,45.93,53,100,4.61,overcast clouds
615,Pendleton,US,45.6721,-118.7886,56.95,50,20,4.61,few clouds
616,Noyabrsk,RU,63.1994,75.4507,17.89,88,100,16.2,overcast clouds
617,Jerome,US,42.7241,-114.5186,56.68,24,0,3.44,clear sky
618,Monte Azul,BR,-15.155,-42.8747,90.25,26,4,10.25,clear sky
619,Denpasar,ID,-8.65,115.2167,78.46,94,40,1.14,scattered clouds
620,Reyes,BO,-14.3167,-67.3833,87.94,44,0,3.94,clear sky
621,Teruel,ES,40.6667,-0.6667,26.67,53,8,8.28,clear sky
622,Comodoro Rivadavia,AR,-45.8667,-67.5,66.06,24,0,21.85,clear sky
623,Guerrero,MX,17.6667,-100.0,91.42,20,9,3.94,clear sky
624,Ranau,MY,5.9538,116.6641,68.34,96,53,1.32,broken clouds
625,Angoche,MZ,-16.2325,39.9086,78.48,77,0,5.73,clear sky
626,Lumajang,ID,-8.1335,113.2248,73.94,92,14,1.7,few clouds
627,Aklavik,CA,68.2191,-135.0107,-9.4,59,40,9.22,scattered clouds
628,Mapastepec,MX,15.4333,-92.9,94.28,44,37,12.28,scattered clouds
629,Kaeo,NZ,-35.1,173.7833,65.32,91,18,1.34,few clouds
630,Lalin,ES,42.7167,-8.1167,41.05,70,3,10.85,clear sky
631,Aleksandrov Gay,RU,50.147,48.5704,54.91,61,100,11.88,overcast clouds
632,Conde,BR,-7.2597,-34.9075,78.26,89,100,6.91,light intensity shower rain
633,Kropotkin,RU,45.4375,40.5756,50.76,80,100,15.57,moderate rain
634,Lynn Haven,US,30.2455,-85.6483,80.98,41,0,10.36,clear sky
635,Catuday,PH,16.2923,119.8062,77.94,73,40,9.24,scattered clouds
636,Goundam,ML,16.4145,-3.6708,91.44,9,54,4.38,broken clouds
637,Vostok,RU,46.4856,135.8833,27.77,82,0,7.05,clear sky
638,Hit,IQ,33.6416,42.8251,79.02,15,77,13.6,broken clouds
639,Myitkyina,MM,25.3833,97.4,66.13,87,66,1.32,broken clouds
640,Vanimo,PG,-2.6741,141.3028,77.86,87,100,2.35,overcast clouds
641,Plettenberg Bay,ZA,-34.0527,23.3716,61.59,88,100,1.03,overcast clouds
642,Nhulunbuy,AU,-12.2333,136.7667,75.81,88,92,0.0,overcast clouds
643,Macusani,PE,-14.0833,-70.4333,45.09,75,73,11.12,broken clouds
644,Sobolevo,RU,54.4299,31.8996,27.57,86,100,8.55,overcast clouds
645,Piacabucu,BR,-10.4056,-36.4344,82.58,68,16,10.16,few clouds
646,Talcahuano,CL,-36.7167,-73.1167,62.28,51,0,19.57,clear sky
647,Sao Gabriel Da Cachoeira,BR,-0.1303,-67.0892,84.92,68,70,2.55,broken clouds
648,Santa Cruz,BO,-17.8,-63.1667,86.05,48,20,23.02,few clouds
649,Lasa,IT,46.6166,10.7002,37.36,96,100,2.21,light snow
650,Ponta Delgada,PT,37.7333,-25.6667,61.52,72,20,13.8,few clouds
651,Huarmey,PE,-10.0681,-78.1522,75.31,73,19,11.97,few clouds
652,Kieta,PG,-6.2167,155.6333,78.62,83,100,1.7,light rain
653,Svetlyy,RU,54.675,20.1347,34.97,73,54,8.66,broken clouds
654,Lampa,CL,-33.2833,-70.9,78.08,33,0,10.36,clear sky
655,Mossendjo,CG,-2.9506,12.7261,72.55,90,55,2.48,light rain
656,Cabinda,AO,-5.55,12.2,78.96,89,97,8.3,overcast clouds
657,Chanika,TZ,-5.4167,38.0167,72.57,78,100,6.58,overcast clouds
658,Brindisi,IT,40.5833,17.6667,54.18,76,85,2.86,overcast clouds
659,Sines,PT,37.9562,-8.8698,58.28,33,45,5.99,scattered clouds
660,Sun City West,US,33.662,-112.3413,82.17,23,0,6.91,clear sky
661,Northam,GB,51.0333,-4.2167,44.62,72,34,9.35,scattered clouds
662,Ubinskoye,RU,55.3068,79.6802,32.88,100,100,5.86,overcast clouds
663,Ekhabi,RU,53.5102,142.9671,31.39,84,95,11.07,overcast clouds
664,Benguela,AO,-12.5763,13.4055,77.32,82,86,5.1,overcast clouds
665,Bodden Town,KY,19.2833,-81.25,86.0,74,20,11.5,few clouds
666,Wajima,JP,37.4,136.9,46.2,80,8,10.65,clear sky
667,Pailon,BO,-17.65,-62.75,87.48,43,0,14.5,clear sky
668,Labytnangi,RU,66.6572,66.4183,9.39,93,100,8.68,overcast clouds
669,Hawkesbury,CA,45.6001,-74.616,41.29,86,100,8.28,overcast clouds
670,West Richland,US,46.3043,-119.3614,58.23,52,100,13.0,overcast clouds
671,Skibbereen,IE,51.55,-9.2667,49.1,73,99,14.99,overcast clouds
672,Hirara,JP,24.8,125.2833,69.08,70,91,25.68,overcast clouds
673,Madisonville,US,37.3281,-87.4989,63.21,33,6,1.01,clear sky
674,Saint George,US,37.1041,-113.5841,73.63,21,0,5.01,clear sky
675,Razole,IN,16.4833,81.8333,77.11,93,10,3.96,clear sky
676,Amahai,ID,-3.3333,128.9167,78.44,81,100,1.32,overcast clouds
677,Shenjiamen,CN,29.9576,122.298,50.45,63,15,6.71,few clouds
678,Oshnaviyeh,IR,37.0397,45.0983,55.89,45,89,7.36,overcast clouds
679,Lebyazhye,RU,55.2689,66.4947,40.69,78,100,17.4,overcast clouds
680,Klenovyy,UA,48.1193,39.4588,46.63,81,100,18.37,overcast clouds
681,San Luis,AR,-33.295,-66.3356,65.62,27,0,18.61,clear sky
682,Skagen,DK,57.7209,10.5839,41.83,89,100,28.14,overcast clouds
683,Kapuskasing,CA,49.4169,-82.4331,42.89,60,75,9.22,broken clouds
684,Beihai,CN,21.4833,109.1,66.22,59,0,4.76,clear sky
685,Karratha,AU,-20.7377,116.8463,81.16,71,0,10.74,clear sky
686,Mabaruma,GY,8.2,-59.7833,83.03,63,100,7.99,overcast clouds
687,Touros,BR,-5.1989,-35.4608,80.55,81,98,12.53,overcast clouds
688,Ketchikan,US,55.3422,-131.6461,44.58,75,100,17.27,light rain
689,Vrangel,RU,42.7297,133.0839,38.08,93,1,2.59,clear sky
690,Charyshskoye,RU,51.3978,83.5598,38.07,82,84,5.68,broken clouds
691,Tabou,CI,4.423,-7.3528,80.87,80,100,9.78,light rain
692,Manga,BF,11.6636,-1.0731,89.42,41,100,12.62,light rain
693,Manokwari,ID,-0.8667,134.0833,77.97,79,100,4.5,overcast clouds
694,Araripina,BR,-7.5761,-40.4983,85.8,39,100,9.1,overcast clouds
695,Adrar,MR,20.5022,-10.0711,85.69,10,0,10.4,clear sky
696,Hindaun,IN,26.7167,77.0167,82.44,7,0,4.32,clear sky
697,Antoniny,UA,49.8097,26.8771,30.04,86,100,12.24,overcast clouds
