City_ID,City,Country,Max Temp,Current Description,Lat,Lng,Hotel Name
111,Matara,LK,77.49,few clouds,5.9485,80.5353,
112,Barinas,VE,84.24,overcast clouds,8.6226,-70.2075,
113,Aitape,PG,77.2,overcast clouds,-3.1374,142.3475,
114,Westport,US,44.58,overcast clouds,41.1415,-73.3579,
115,Beloha,MG,71.96,clear sky,-25.1667,45.05,
116,Challapata,BO,55.44,scattered clouds,-18.9,-66.7667,
117,Cap Malheureux,MU,79.47,few clouds,-19.9842,57.6142,
118,Sur,OM,82.4,few clouds,22.5667,59.5289,
119,Hasaki,JP,48.29,light rain,35.7333,140.8333,
120,Wenatchee,US,58.66,clear sky,47.4235,-120.3103,
121,Sangar,RU,4.53,overcast clouds,63.9242,127.4739,
122,Yanam,IN,76.26,few clouds,16.7333,82.2167,
123,Sistranda,NO,31.96,light snow,63.7256,8.834,
124,Praia Da Vitoria,PT,63.75,few clouds,38.7333,-27.0667,
125,New Norfolk,AU,56.7,overcast clouds,-42.7826,147.0587,
126,Hamilton,US,56.98,scattered clouds,39.1834,-84.5333,
128,Vao,NC,79.2,overcast clouds,-22.6667,167.4833,
129,Ixtapa,MX,78.03,clear sky,20.7,-105.2,
130,Hede,CN,41.16,clear sky,33.7681,120.2517,
131,Lagoa,PT,59.11,clear sky,39.05,-27.9833,
133,Ponta Do Sol,PT,62.71,overcast clouds,32.6667,-17.1,
134,Kapaa,US,76.98,scattered clouds,22.0752,-159.319,
135,Axim,GH,82.09,overcast clouds,4.8699,-2.2405,
136,Guerrero Negro,MX,65.19,scattered clouds,27.9769,-114.0611,
137,Fort-Shevchenko,KZ,51.44,overcast clouds,44.5086,50.263,
138,Lamar,US,80.51,clear sky,33.6668,-95.5836,
139,Port Elizabeth,ZA,64.09,clear sky,-33.918,25.5701,
140,Kahului,US,78.82,scattered clouds,20.8947,-156.47,
141,Sao Filipe,CV,70.81,clear sky,14.8961,-24.4956,
142,Trairi,BR,80.74,scattered clouds,-3.2778,-39.2689,
143,Nuevitas,CU,90.43,few clouds,21.5453,-77.2644,
144,Wanning,CN,66.38,overcast clouds,18.8003,110.3967,
145,Villa Maria,AR,72.82,clear sky,-32.4075,-63.2402,
146,Vila Velha,BR,84.15,scattered clouds,-20.3297,-40.2925,
147,Avera,US,73.45,clear sky,33.194,-82.5271,
148,Makakilo City,US,77.32,few clouds,21.3469,-158.0858,
149,Katsuura,JP,48.22,moderate rain,35.1333,140.3,
150,Wasilla,US,39.22,few clouds,61.5814,-149.4394,
151,Kaitangata,NZ,45.9,overcast clouds,-46.2817,169.8464,
152,Bilma,NE,88.63,clear sky,18.6853,12.9164,
153,Kodinsk,RU,4.35,broken clouds,58.6881,99.1844,
154,Vardo,NO,24.78,light snow,70.3705,31.1107,
155,Oistins,BB,84.29,few clouds,13.0667,-59.5333,
156,Lahaina,US,78.8,few clouds,20.8783,-156.6825,
157,Te Anau,NZ,44.91,scattered clouds,-45.4167,167.7167,
158,Port Alfred,ZA,69.19,overcast clouds,-33.5906,26.891,
159,Ribeira Grande,PT,64.8,few clouds,38.5167,-28.7,
160,Lotofaga,WS,78.58,scattered clouds,-13.9764,-171.8578,
161,Gaurela,IN,76.35,clear sky,22.75,81.9,
162,Cuamba,MZ,69.93,light rain,-14.8031,36.5372,
163,Flinders,AU,60.39,clear sky,-34.5833,150.8552,
164,Poronaysk,RU,39.43,scattered clouds,49.2167,143.1167,
165,Maldonado,UY,74.59,scattered clouds,-34.6667,-54.9167,
167,Malakal,SS,91.29,overcast clouds,9.5334,31.6605,
169,Shyryayeve,UA,39.74,overcast clouds,47.3805,30.1964,
170,Takaka,NZ,61.56,clear sky,-40.85,172.8,
171,Whitianga,NZ,60.57,clear sky,-36.8333,175.7,
172,Asau,RO,33.28,light snow,46.4333,26.4,
173,Broken Hill,AU,58.8,clear sky,-31.95,141.4333,
174,Abong Mbang,CM,75.29,broken clouds,3.9833,13.1833,
175,Cedar City,US,57.4,clear sky,37.6775,-113.0619,
176,Mahebourg,MU,79.25,broken clouds,-20.4081,57.7,
177,Bourail,NC,77.47,overcast clouds,-21.5667,165.4833,
178,Shumskiy,RU,24.67,light snow,54.8318,99.1328,
179,Airai,TL,57.18,few clouds,-8.9266,125.4092,
180,Anchorage,US,39.27,clear sky,61.2181,-149.9003,
181,Rairangpur,IN,78.01,clear sky,22.2676,86.1751,
182,Boca Do Acre,BR,90.99,broken clouds,-8.7522,-67.3978,
183,Diego De Almagro,CL,80.31,clear sky,-26.3667,-70.05,
184,Tanout,NE,87.87,overcast clouds,14.9709,8.8879,
185,Bara,NG,88.92,overcast clouds,10.3744,10.7288,
187,Huntsville,US,66.15,clear sky,34.7304,-86.5861,
188,Batticaloa,LK,79.65,clear sky,7.7102,81.6924,
189,Moctezuma,MX,81.99,few clouds,29.8,-109.6667,
190,Camacupa,AO,63.28,overcast clouds,-12.0167,17.4833,
191,Pangnirtung,CA,23.0,overcast clouds,66.1451,-65.7125,
192,Burnie,AU,58.87,broken clouds,-41.0667,145.9167,
194,Bambous Virieux,MU,79.21,broken clouds,-20.3428,57.7575,
195,Alice Springs,AU,51.35,clear sky,-23.7,133.8833,
196,Cayenne,GF,83.08,broken clouds,4.9333,-52.3333,
197,Pinos,MX,74.37,overcast clouds,22.3,-101.5667,
198,Nantucket,US,48.31,overcast clouds,41.2835,-70.0995,
201,Xuddur,SO,85.35,scattered clouds,4.1213,43.8894,
202,Kidal,ML,93.99,clear sky,18.4411,1.4078,
203,Severnyy,RU,33.84,broken clouds,50.677,36.5532,
204,Caxito,AO,76.75,broken clouds,-8.5785,13.6643,
205,Pisco,PE,73.45,clear sky,-13.7,-76.2167,
206,Ca Mau,VN,77.43,overcast clouds,9.1769,105.15,
207,Thompson,CA,37.56,overcast clouds,55.7435,-97.8558,
208,Prince Rupert,CA,42.89,broken clouds,54.3161,-130.3201,
209,Bonthe,SL,80.35,light rain,7.5264,-12.505,
210,Santa Helena De Goias,BR,85.39,scattered clouds,-17.8136,-50.5969,
211,Weyburn,CA,44.82,broken clouds,49.6668,-103.8511,
212,Gold Coast,AU,70.25,scattered clouds,-28.0,153.4333,
213,Wattegama,LK,74.32,clear sky,6.7989,81.4808,
214,Luanda,AO,80.6,broken clouds,-8.8368,13.2343,
215,Iracoubo,GF,80.13,scattered clouds,5.4802,-53.2011,
216,San Vicente,AR,78.94,overcast clouds,-26.6167,-54.1333,
217,Kungurtug,RU,27.16,overcast clouds,50.5994,97.5228,
218,Oytal,KZ,56.19,clear sky,42.9057,73.2697,
219,Alekseyevskoye,RU,37.92,overcast clouds,55.3071,50.1135,
220,Meulaboh,ID,74.26,overcast clouds,4.1363,96.1285,
221,Bengkulu,ID,76.95,overcast clouds,-3.8004,102.2655,
222,Mao,ES,46.96,few clouds,39.8885,4.2658,
223,Pran Buri,TH,75.97,overcast clouds,12.3847,99.9098,
224,Makurdi,NG,92.23,overcast clouds,7.7411,8.5121,
225,Conceicao Da Feira,BR,82.11,few clouds,-12.5058,-38.9986,
226,Nueva Gorgona,PA,94.21,overcast clouds,8.55,-79.8667,
227,Kloulklubed,PW,75.7,overcast clouds,7.0419,134.2556,
228,Foam Lake,CA,37.42,overcast clouds,51.65,-103.5343,
229,Saurimo,AO,66.56,overcast clouds,-9.6608,20.3916,
230,Troitsko-Pechorsk,RU,25.09,snow,62.7084,56.1964,
231,Ubatuba,BR,77.72,broken clouds,-23.4339,-45.0711,
232,Vytegra,RU,17.06,broken clouds,61.0064,36.4481,
233,Minas De Barroteran,MX,85.64,scattered clouds,27.6333,-101.2833,
234,Patiya,BD,73.99,clear sky,22.2931,91.9762,
235,Port Blair,IN,82.44,mist,11.6667,92.75,
236,Iqaluit,CA,26.33,broken clouds,63.7506,-68.5145,
237,Bam,IR,77.47,few clouds,29.106,58.357,
238,Coahuayana,MX,85.55,overcast clouds,18.7333,-103.6833,
239,Aguimes,ES,65.03,broken clouds,27.9054,-15.4461,
241,Klaksvik,FO,45.52,overcast clouds,62.2266,-6.589,
242,Mayo,US,59.5,broken clouds,38.8876,-76.5119,
243,Shadegan,IR,76.95,overcast clouds,30.6497,48.6647,
244,Port Dickson,MY,79.02,light rain,2.5228,101.7959,
245,Kendallville,US,48.49,overcast clouds,41.4414,-85.265,
246,Dingle,PH,75.78,overcast clouds,10.9995,122.6711,
247,Marzuq,YE,70.81,clear sky,14.4,46.4667,
248,Saint-Pierre,RE,74.88,light rain,-21.3393,55.4781,
249,Geraldton,AU,72.01,broken clouds,-28.7667,114.6,
250,Tetouan,MA,56.17,broken clouds,35.5711,-5.3724,
251,Nola,IT,51.66,overcast clouds,40.922,14.5329,
253,Shihezi,CN,56.66,clear sky,44.3,86.0333,
254,Kota Kinabalu,MY,75.18,few clouds,5.9749,116.0724,
255,Mount Gambier,AU,46.31,mist,-37.8333,140.7667,
256,Luwuk,ID,78.24,overcast clouds,-0.9516,122.7875,
257,Mehamn,NO,28.31,overcast clouds,71.0357,27.8492,
258,Rapid City,US,56.41,clear sky,44.0805,-103.231,
259,Yumen,CN,47.41,clear sky,40.2833,97.2,
260,Mazagao,BR,78.85,heavy intensity rain,-0.115,-51.2894,
261,Chapais,CA,38.98,overcast clouds,49.7834,-74.8492,
262,Ushirombo,TZ,67.86,broken clouds,-3.4919,31.9639,
263,Hammerfest,NO,25.25,scattered clouds,70.6634,23.6821,
264,Gambo,CF,73.54,scattered clouds,4.6482,22.2633,
265,Manta,EC,80.38,scattered clouds,-0.95,-80.7333,
266,Kaseda,JP,52.07,clear sky,31.4167,130.3167,
267,Huejuquilla El Alto,MX,85.32,scattered clouds,22.6,-103.8667,
268,Ellisras,ZA,71.08,overcast clouds,-23.6649,27.7443,
269,Kailua,US,78.78,overcast clouds,21.4022,-157.7394,
270,Teguldet,RU,13.46,overcast clouds,57.3064,88.1667,
271,Hvide Sande,DK,42.1,overcast clouds,56.0045,8.1294,
272,Hadgaon,IN,89.58,broken clouds,19.5,77.6667,
273,College,US,19.08,broken clouds,64.8569,-147.8028,
274,Xiashi,CN,48.22,broken clouds,30.5363,120.6864,
275,Uvinza,TZ,67.01,broken clouds,-5.1036,30.3911,
276,Alugan,PH,78.69,broken clouds,12.2188,125.4808,
277,Rio Grande,BR,66.31,overcast clouds,-32.035,-52.0986,
278,Alofi,NU,75.09,overcast clouds,-19.0595,-169.9187,
279,Victoria,HK,65.25,clear sky,22.2855,114.1577,
280,Zhanaozen,KZ,56.41,broken clouds,43.3,52.8,
281,Ostrovnoy,RU,17.06,overcast clouds,68.0531,39.5131,
282,Richards Bay,ZA,74.7,overcast clouds,-28.783,32.0377,
283,Salym,RU,31.26,snow,60.0625,71.4789,
284,Arroyos Y Esteros,PY,87.55,overcast clouds,-25.0667,-57.1,
285,Mbandaka,CD,74.82,overcast clouds,0.0487,18.2603,
286,Codrington,AU,58.42,overcast clouds,-38.2667,141.9667,
287,Yeppoon,AU,69.58,scattered clouds,-23.1333,150.7333,
288,Riberalta,BO,86.2,broken clouds,-10.9833,-66.1,
289,Isangel,VU,79.5,overcast clouds,-19.55,169.2667,
290,Evensk,RU,3.58,scattered clouds,61.95,159.2333,
291,Colac,AU,55.83,broken clouds,-38.3333,143.5833,
292,Ola,RU,4.14,scattered clouds,59.5833,151.2833,
293,Kama,RU,39.25,overcast clouds,56.3051,54.0936,
294,Sitka,US,39.09,moderate rain,57.0531,-135.33,
295,Hue,VN,64.51,broken clouds,16.4667,107.6,
296,Cooma,AU,53.37,moderate rain,-36.2333,149.1333,
297,Lyuban,BY,27.68,overcast clouds,52.7985,28.0048,
298,Usinsk,RU,18.57,overcast clouds,65.9939,57.5281,
299,Sompeta,IN,78.1,few clouds,18.9333,84.6,
300,Ajdabiya,LY,79.16,clear sky,30.7554,20.2263,
301,Bluefields,NI,87.87,broken clouds,12.0137,-83.7635,
302,Portland,US,54.61,overcast clouds,45.5234,-122.6762,
303,Canoinhas,BR,69.91,overcast clouds,-26.1772,-50.39,
304,Beisfjord,NO,24.85,overcast clouds,68.3751,17.5988,
305,Bani,DO,85.44,few clouds,18.2833,-70.3333,
306,Sheltozero,RU,22.33,overcast clouds,61.3667,35.3667,
307,Ankang,CN,61.23,overcast clouds,32.68,109.0172,
308,Nayoro,JP,31.66,clear sky,44.3506,142.4578,
309,Phan Thiet,VN,76.96,overcast clouds,10.9333,108.1,
310,Wollongong,AU,60.26,clear sky,-34.4333,150.8833,
311,Kemi,FI,17.37,few clouds,65.8596,24.8228,
312,Corrientes,AR,76.96,overcast clouds,-27.4806,-58.8341,
313,Dourbali,TD,92.08,overcast clouds,11.8091,15.8632,
314,Arlit,NE,92.25,clear sky,18.7369,7.3853,
315,Vila Franca Do Campo,PT,61.21,few clouds,37.7167,-25.4333,
316,Villa Carlos Paz,AR,75.06,clear sky,-31.4241,-64.4978,
317,Mayumba,GA,78.24,broken clouds,-3.432,10.6554,
318,Alta Floresta,BR,80.42,light rain,-9.8756,-56.0861,
320,Ormara,PK,77.61,clear sky,25.2088,64.6357,
321,Kochevo,RU,37.76,overcast clouds,59.5994,54.3125,
322,Muhos,FI,15.58,broken clouds,64.808,25.9931,
324,Sabha,LY,83.39,clear sky,27.0377,14.4283,
325,Norsup,VU,76.91,overcast clouds,-16.0667,167.3833,
326,Bathsheba,BB,84.81,few clouds,13.2167,-59.5167,
327,Thinadhoo,MV,83.1,clear sky,0.5333,72.9333,
328,Ahipara,NZ,61.92,clear sky,-35.1667,173.1667,
329,San Carlos De Bariloche,AR,51.55,few clouds,-41.1456,-71.3082,
330,Baiyin,CN,46.92,broken clouds,36.5583,104.2081,
331,Manzini,SZ,72.72,light rain,-26.25,31.5,
333,Hay River,CA,35.58,scattered clouds,60.8156,-115.7999,
334,Ruy Barbosa,BR,85.77,overcast clouds,-12.2839,-40.4939,
335,Saint-Augustin,CA,36.45,broken clouds,51.226,-58.6502,
336,Vologda,RU,18.3,few clouds,59.2187,39.8886,
337,Farah,AF,67.98,clear sky,32.5,62.5,
338,Bonavista,CA,36.99,overcast clouds,48.6499,-53.1147,
339,Tyler,US,81.63,scattered clouds,32.3513,-95.3011,
340,Dzaoudzi,YT,82.29,overcast clouds,-12.7887,45.2699,
341,Tuatapere,NZ,46.18,broken clouds,-46.1333,167.6833,
342,Whitehorse,CA,37.09,shower rain,60.7161,-135.0538,
343,Lorengau,PG,80.1,overcast clouds,-2.0226,147.2712,
344,Cabo San Lucas,MX,77.61,clear sky,22.8909,-109.9124,
345,Port Lincoln,AU,59.18,clear sky,-34.7333,135.8667,
346,Fare,PF,81.73,broken clouds,-16.7,-151.0167,
347,Botro,CI,83.97,overcast clouds,7.8525,-5.3106,
348,Yuksekova,TR,39.6,overcast clouds,37.5736,44.2872,
349,Port Hawkesbury,CA,45.91,clear sky,45.6169,-61.3485,
350,Srivardhan,IN,78.6,clear sky,18.0333,73.0167,
351,North Platte,US,62.49,clear sky,41.1239,-100.7654,
352,Bingol,TR,50.13,overcast clouds,38.8847,40.4939,
353,Kajaani,FI,17.65,clear sky,64.2273,27.7285,
355,Lata,PT,54.81,clear sky,40.1629,-8.3327,
356,San Patricio,US,87.17,clear sky,28.017,-97.5169,
357,Ancud,CL,51.22,broken clouds,-41.8697,-73.8203,
358,Key West,US,87.8,few clouds,24.5557,-81.7826,
359,Dakar,SN,68.88,broken clouds,14.6937,-17.4441,
360,Nurota,UZ,63.54,clear sky,40.5614,65.6886,
361,Abha,SA,66.02,clear sky,18.2164,42.5053,
362,Takoradi,GH,82.54,light rain,4.8845,-1.7554,
363,Tautira,PF,81.05,moderate rain,-17.7333,-149.15,
364,Cerrito,CO,62.69,overcast clouds,6.8432,-72.694,
365,Kodiak,US,36.91,overcast clouds,57.79,-152.4072,
366,Bubaque,GW,74.77,broken clouds,11.2833,-15.8333,
367,Somerton,US,82.0,clear sky,32.5964,-114.7097,
368,Terrace,CA,39.11,light intensity shower rain,54.5163,-128.6035,
369,Bargarh,IN,84.02,clear sky,21.3333,83.6167,
370,Valparaiso,CL,77.23,clear sky,-33.0393,-71.6273,
371,Sambava,MG,78.06,light rain,-14.2667,50.1667,
372,Jumla,NP,46.72,clear sky,29.2747,82.1838,
373,Olafsvik,IS,37.67,overcast clouds,64.8945,-23.7142,
374,Rocha,UY,75.52,overcast clouds,-34.4833,-54.3333,
375,Eydhafushi,MV,83.01,clear sky,5.1033,73.0708,
376,Moerai,PF,81.1,overcast clouds,-22.4333,-151.3333,
377,Martapura,ID,75.29,few clouds,-3.4167,114.85,
378,Saint-Prosper,CA,42.71,overcast clouds,46.2117,-70.4811,
379,Cangzhou,CN,50.94,clear sky,38.3167,116.8667,
380,Paita,PE,78.28,scattered clouds,-5.0892,-81.1144,
381,Kirakira,SB,80.22,overcast clouds,-10.4544,161.9205,
382,Aanekoski,FI,27.68,overcast clouds,62.6946,25.818,
383,Galesong,ID,75.22,broken clouds,-5.3166,119.3661,
384,Winneba,GH,82.72,light rain,5.3511,-0.6231,
385,Paamiut,GL,35.94,broken clouds,61.994,-49.6678,
386,Mogadishu,SO,81.84,scattered clouds,2.0371,45.3438,
387,Faanui,PF,81.52,overcast clouds,-16.4833,-151.75,
388,Zhengjiatun,CN,46.99,clear sky,43.5064,123.5064,
389,Bijie,CN,49.66,overcast clouds,27.3125,105.2942,
390,Zilair,RU,40.46,light rain,52.2332,57.4392,
391,Zverinogolovskoye,RU,39.07,overcast clouds,54.4586,64.8542,
393,Misratah,LY,60.31,clear sky,32.3754,15.0925,
394,Noumea,NC,81.0,overcast clouds,-22.2763,166.4572,
395,Vestmannaeyjar,IS,43.02,overcast clouds,63.4427,-20.2734,
396,Mokhotlong,LS,51.49,broken clouds,-29.2894,29.0675,
397,Monrovia,LR,82.17,overcast clouds,6.3005,-10.7969,
398,Urdoma,RU,24.82,light snow,61.7533,48.5442,
399,Luancheng,CN,46.56,clear sky,37.8792,114.6517,
400,Puerto Del Rosario,ES,67.75,scattered clouds,28.5004,-13.8627,
401,Japura,ID,73.83,clear sky,-0.3167,102.35,
402,Belmonte,BR,82.83,clear sky,-15.8631,-38.8828,
403,Itarema,BR,80.96,moderate rain,-2.9248,-39.9167,
404,Sao Joao Da Barra,BR,78.89,few clouds,-21.6403,-41.0511,
405,Balancan,MX,95.02,overcast clouds,17.8,-91.5333,
406,Tura,IN,70.47,moderate rain,25.5198,90.2201,
407,Maham,IN,78.73,clear sky,28.9833,76.3,
409,Qasigiannguit,GL,30.45,few clouds,68.8193,-51.1922,
410,San Pedro,PH,79.27,few clouds,14.35,121.0167,
411,Urumqi,CN,52.75,clear sky,43.801,87.6005,
412,Hofn,IS,39.04,overcast clouds,64.2539,-15.2082,
413,Shima,CN,59.02,clear sky,24.4478,117.8111,
414,San Policarpo,PH,79.14,broken clouds,12.1791,125.5072,
415,Komsomolskiy,UZ,57.92,overcast clouds,40.4272,71.7189,
416,Kavaratti,IN,82.45,broken clouds,10.5669,72.642,
417,Atambua,ID,71.22,scattered clouds,-9.1061,124.8925,
418,Tarko-Sale,RU,5.22,overcast clouds,64.9225,77.785,
419,Jacareacanga,BR,79.47,overcast clouds,-6.2222,-57.7528,
420,Amapa,BR,78.46,light rain,1.0,-52.0,
421,Kiruna,SE,11.32,overcast clouds,67.8557,20.2251,
422,Canyon,US,83.25,overcast clouds,34.9803,-101.9188,
423,Constitucion,CL,63.1,clear sky,-35.3333,-72.4167,
424,Eureka,US,57.2,overcast clouds,40.8021,-124.1637,
425,Kamenka,RU,41.27,overcast clouds,51.3223,42.7678,
426,Ambon,ID,80.56,overcast clouds,-3.6954,128.1814,
427,La Plaine,DM,84.49,few clouds,15.3333,-61.25,
428,Vestmanna,FO,43.72,drizzle,62.1564,-7.1664,
429,Mehriz,IR,70.3,clear sky,31.5917,54.4318,
430,Esperance,AU,64.24,light rain,-33.8667,121.9,
431,Weiden,DE,30.42,overcast clouds,49.6775,12.1567,
432,Redlands,US,76.42,haze,34.0556,-117.1825,
433,Sayat,TM,67.87,clear sky,38.7839,63.8803,
434,Marquette,US,40.44,overcast clouds,46.5333,-87.6335,
435,Oksfjord,NO,28.58,broken clouds,70.2396,22.3479,
436,Atar,MR,82.22,clear sky,20.5169,-13.0499,
438,Port Hardy,CA,42.98,light intensity shower rain,50.6996,-127.4199,
439,Arcachon,FR,44.92,clear sky,44.5875,-1.0519,
440,El Prat De Llobregat,ES,47.1,broken clouds,41.3278,2.0947,
441,Benghazi,LY,65.86,clear sky,32.1167,20.0667,
442,Slobodskoy,RU,32.72,light snow,58.7322,50.1772,
443,Pacific Grove,US,64.38,few clouds,36.6177,-121.9166,
444,Matay,EG,76.66,scattered clouds,28.419,30.7792,
445,Nove Hrady,CZ,29.55,overcast clouds,48.7896,14.7784,
446,Maniitsoq,GL,34.7,clear sky,65.4167,-52.9,
447,Claudio,BR,75.4,few clouds,-20.4433,-44.7658,
