City_ID,City,Country,Max Temp,Current Description,Lat,Lng,Hotel Name
448,Khorinsk,RU,23.02,overcast clouds,52.1657,109.7726,
449,Yining,CN,53.46,overcast clouds,29.0361,114.5636,
450,Ternate,ID,79.81,overcast clouds,0.8,127.4,
451,Palu,ID,75.04,overcast clouds,-0.8917,119.8707,
452,Dunn,US,46.96,overcast clouds,44.95,-91.8835,
453,Timbiqui,CO,83.3,moderate rain,2.7717,-77.6654,
454,Ust-Kulom,RU,29.46,snow,61.6864,53.6902,
456,Labuhan,ID,75.63,overcast clouds,-6.8844,112.2051,
458,Svarychiv,UA,28.81,overcast clouds,48.9622,24.1966,
459,Ballina,AU,64.78,light rain,-28.8667,153.5667,
460,Saint Anthony,US,44.24,snow,45.0205,-93.218,
461,Blagoyevo,RU,24.64,light snow,63.3667,47.9167,
462,Kandrian,PG,75.74,overcast clouds,-6.2167,149.55,
463,Natal,BR,79.45,moderate rain,-5.795,-35.2094,
464,Lompoc,US,66.69,overcast clouds,34.6391,-120.4579,
465,Dunedin,NZ,55.8,overcast clouds,-45.8742,170.5036,
466,Cairns,AU,76.06,overcast clouds,-16.9167,145.7667,
467,Bad Kissingen,DE,32.76,few clouds,50.2,10.0833,
468,Thiruvananthapuram,IN,84.18,mist,8.4833,76.9167,
469,Nechi,CO,87.1,overcast clouds,8.0942,-74.7757,
470,Hovd,MN,41.61,overcast clouds,48.0056,91.6419,
471,Salinopolis,BR,82.47,moderate rain,-0.6136,-47.3561,
472,Sal Rei,CV,73.6,few clouds,16.1833,-22.9167,
473,Buarcos,PT,56.66,scattered clouds,40.166,-8.8768,
474,Longyearbyen,SJ,6.64,few clouds,78.2186,15.6401,
476,Victor Harbor,AU,56.46,scattered clouds,-35.5667,138.6167,
477,Havelock,US,76.95,clear sky,34.8791,-76.9013,
478,Manama,BH,77.34,clear sky,26.2154,50.5832,
479,Cananeia,BR,75.38,overcast clouds,-25.0147,-47.9267,
480,High Rock,BS,78.82,overcast clouds,26.6208,-78.2833,
481,Kijang,KR,44.33,clear sky,35.2442,129.2139,
482,Arkhangelsk,RU,17.71,scattered clouds,64.5401,40.5433,
483,Menongue,AO,63.32,light rain,-14.6585,17.691,
484,Grand Gaube,MU,79.38,few clouds,-20.0064,57.6608,
485,Puerto Escondido,MX,85.03,clear sky,15.85,-97.0667,
486,Luena,AO,64.0,light rain,-11.7833,19.9167,
487,Miri,MY,75.34,few clouds,4.4148,114.0089,
488,Naranjal,EC,84.58,light rain,-2.6667,-79.6167,
489,Lakes Entrance,AU,57.16,light rain,-37.8811,147.981,
490,Boguchany,RU,4.17,broken clouds,58.3814,97.4531,
491,Loralai,PK,67.33,overcast clouds,30.3705,68.598,
492,Paragominas,BR,81.23,overcast clouds,-2.9667,-47.4833,
493,Asfi,MA,60.53,scattered clouds,32.2994,-9.2372,
494,Kuching,MY,75.42,scattered clouds,1.55,110.3333,
495,Nordhausen,DE,36.16,broken clouds,51.5167,10.8,
496,Zhigansk,RU,3.63,overcast clouds,66.7697,123.3711,
497,Farkhor,TJ,59.83,clear sky,37.4922,69.4036,
498,Peace River,CA,48.51,few clouds,56.2501,-117.286,
499,Tecoanapa,MX,83.82,broken clouds,16.5167,-98.75,
500,Quang Ngai,VN,66.7,overcast clouds,15.1167,108.8,
501,Half Moon Bay,US,76.62,mist,37.4636,-122.4286,
502,Palembang,ID,77.09,broken clouds,-2.9167,104.7458,
503,Ituiutaba,BR,85.82,broken clouds,-18.9689,-49.465,
504,Agogo,GH,77.05,light rain,6.8,-1.0819,
505,Banda Aceh,ID,77.43,overcast clouds,5.5577,95.3222,
506,Grand-Santi,GF,80.15,light rain,4.25,-54.3833,
507,Kruisfontein,ZA,61.88,broken clouds,-34.0033,24.7314,
508,Huadian,CN,42.31,clear sky,42.9633,126.7478,
509,Ridgecrest,US,76.86,clear sky,35.6225,-117.6709,
510,Arambagh,IN,81.77,overcast clouds,22.8833,87.7833,
511,Pontianak,ID,76.98,broken clouds,-0.0333,109.3333,
512,Sampit,ID,73.78,light rain,-2.5333,112.95,
513,Mopti,ML,96.93,broken clouds,14.6667,-4.0,
514,La Rioja,ES,31.78,few clouds,42.25,-2.5,
515,Buala,SB,77.68,overcast clouds,-8.145,159.5921,
516,Bati,ET,69.85,clear sky,11.1833,40.0167,
517,Gamba,GA,78.12,overcast clouds,-2.65,10.0,
518,Careiro Da Varzea,BR,86.63,heavy intensity rain,-3.2003,-59.8119,
519,Rabo De Peixe,PT,60.31,few clouds,37.8,-25.5833,
520,Gravdal,NO,31.23,light snow,68.1214,13.5031,
521,Riviere-Au-Renard,CA,39.49,few clouds,48.9957,-64.3971,
522,Homer,US,37.78,scattered clouds,59.6425,-151.5483,
523,Vaitape,PF,81.52,overcast clouds,-16.5167,-151.75,
524,Viedma,AR,52.54,overcast clouds,-40.8135,-62.9967,
525,Bamberg,DE,33.91,scattered clouds,49.8795,10.8863,
526,Kedzierzyn-Kozle,PL,34.32,broken clouds,50.3498,18.2261,
527,Waitati,NZ,55.8,overcast clouds,-45.75,170.5667,
528,Hambantota,LK,79.3,clear sky,6.1241,81.1185,
529,Laguna,US,78.3,clear sky,38.421,-121.4238,
530,Port Shepstone,ZA,73.65,scattered clouds,-30.7414,30.455,
531,Coihaique,CL,53.55,light intensity shower rain,-45.5752,-72.0662,
532,Shahreza,IR,65.98,overcast clouds,32.0339,51.8794,
533,Thionville,FR,39.09,broken clouds,49.3333,6.3333,
534,Salalah,OM,80.69,clear sky,17.0151,54.0924,
535,De-Kastri,RU,32.09,broken clouds,51.4667,140.7833,
536,Havoysund,NO,26.83,overcast clouds,70.9963,24.6622,
537,Mackay,AU,75.69,light intensity shower rain,-21.15,149.2,
538,Dhekiajuli,IN,70.68,overcast clouds,26.7,92.5,
539,Methoni,GR,51.66,few clouds,36.8197,21.7049,
540,Sao Bento Do Sul,BR,66.24,overcast clouds,-26.2503,-49.3786,
541,Balgazyn,RU,32.41,overcast clouds,51.0,95.2,
542,Ler,SS,89.83,overcast clouds,8.3018,30.1418,
543,Ewo,CG,77.27,light rain,-0.8725,14.8206,
544,Pervoavgustovskiy,RU,31.12,light snow,52.2264,35.0552,
545,Utica,US,41.63,light rain,43.1009,-75.2327,
546,Mokhsogollokh,RU,6.57,overcast clouds,61.4681,128.9203,
547,Esmeraldas,BR,82.51,few clouds,-19.7625,-44.3139,
548,Ibra,OM,77.25,clear sky,22.6906,58.5334,
549,Santa Maria,BR,63.7,moderate rain,-29.6842,-53.8069,
550,Vizinga,RU,26.29,light snow,61.0749,50.1031,
551,Barra Do Corda,BR,84.65,light rain,-5.5,-45.25,
552,Mansehra,PK,62.33,clear sky,34.3333,73.2,
553,Belize,BZ,93.52,few clouds,17.25,-88.75,
554,Keuruu,FI,28.58,overcast clouds,62.2667,24.7,
555,Mocajuba,BR,81.0,overcast clouds,-2.5842,-49.5072,
556,Pitkyaranta,RU,18.3,broken clouds,61.5734,31.4792,
557,Lundazi,ZM,66.81,light rain,-12.2929,33.1782,
558,Manggar,ID,77.94,scattered clouds,-2.8833,108.2667,
559,Coffs Harbour,AU,65.14,moderate rain,-30.3,153.1333,
560,Sturgeon Bay,US,42.76,overcast clouds,44.8342,-87.377,
561,Sorong,ID,78.4,overcast clouds,-0.8833,131.25,
562,Otukpo,NG,89.76,overcast clouds,7.1913,8.1329,
563,Mana,GF,81.01,scattered clouds,5.6592,-53.7767,
564,Maceio,BR,83.64,broken clouds,-9.6658,-35.7353,
566,Kamaishi,JP,44.58,light rain,39.2667,141.8833,
567,Hobyo,SO,81.88,clear sky,5.3505,48.5268,
568,Santa Marinella,IT,51.71,scattered clouds,42.0345,11.8536,
570,Padang,ID,76.17,scattered clouds,-0.9492,100.3543,
571,Pilar,BR,82.33,overcast clouds,-9.5972,-35.9567,
572,Nuuk,GL,36.21,few clouds,64.1835,-51.7216,
573,Kalangala,UG,74.55,few clouds,-0.3089,32.225,
574,Vidim,RU,10.2,broken clouds,56.4088,103.1106,
575,Yar-Sale,RU,5.92,overcast clouds,66.8333,70.8333,
576,Abu Kamal,SY,73.99,broken clouds,34.4506,40.9171,
577,Kemijarvi,FI,16.74,overcast clouds,66.7131,27.4306,
578,Awjilah,LY,80.69,clear sky,29.1081,21.2869,
579,Tezu,IN,66.13,light rain,27.9167,96.1667,
580,San Quintin,MX,62.78,broken clouds,30.4833,-115.95,
581,Bairiki,KI,80.6,scattered clouds,1.3292,172.9752,
582,Inhambane,MZ,78.13,clear sky,-23.865,35.3833,
584,Tessalit,ML,92.53,clear sky,20.1986,1.0114,
585,Kendari,ID,74.14,broken clouds,-3.945,122.4989,
586,Trapani,IT,51.28,few clouds,37.8333,12.6667,
587,Aykino,RU,23.85,light snow,62.2248,49.9922,
588,Aksarka,RU,11.41,overcast clouds,66.5606,67.7975,
589,Filadelfia,US,53.28,broken clouds,39.9523,-75.1638,
590,Filingue,NE,92.26,overcast clouds,14.3521,3.3168,
591,Payakumbuh,ID,68.54,moderate rain,-0.2202,100.6308,
592,Olavarria,AR,65.01,broken clouds,-36.8927,-60.3225,
593,Hualmay,PE,74.28,few clouds,-11.0964,-77.6139,
594,Tavistock,GB,44.64,broken clouds,50.5494,-4.1442,
595,Baytown,US,83.1,clear sky,29.7355,-94.9774,
596,Souillac,MU,79.18,broken clouds,-20.5167,57.5167,
597,Nishihara,JP,63.68,scattered clouds,26.1842,127.7558,
598,Pedernales,DO,83.44,few clouds,18.0384,-71.744,
599,Kholtoson,RU,35.76,overcast clouds,50.2981,103.3097,
600,Bitlis,TR,38.79,few clouds,38.5,42.25,
601,Maxixe,MZ,77.41,few clouds,-23.8597,35.3472,
602,Miles City,US,52.77,scattered clouds,46.4083,-105.8406,
603,Biltine,TD,89.78,broken clouds,14.5333,20.9167,
604,Saravan,AM,45.77,scattered clouds,39.7196,45.6483,
605,Chabahar,IR,78.46,clear sky,25.2919,60.643,
606,Morondava,MG,81.66,few clouds,-20.2833,44.2833,
607,Pahrump,US,77.45,overcast clouds,36.2083,-115.9839,
608,Sinnamary,GF,80.04,light rain,5.3833,-52.95,
609,Polunochnoye,RU,28.18,light snow,60.8697,60.4153,
610,Akonolinga,CM,71.92,overcast clouds,3.7667,12.25,
611,Saint Helens,GB,46.72,clear sky,53.45,-2.7333,
612,Moree,AU,60.82,overcast clouds,-29.4667,149.85,
613,Krasnoborsk,RU,23.83,overcast clouds,61.5598,45.934,
614,Marathon,US,45.93,overcast clouds,44.9,-89.7668,
615,Pendleton,US,56.95,few clouds,45.6721,-118.7886,
616,Noyabrsk,RU,17.89,overcast clouds,63.1994,75.4507,
617,Jerome,US,56.68,clear sky,42.7241,-114.5186,
618,Monte Azul,BR,90.25,clear sky,-15.155,-42.8747,
619,Denpasar,ID,78.46,scattered clouds,-8.65,115.2167,
620,Reyes,BO,87.94,clear sky,-14.3167,-67.3833,
621,Teruel,ES,26.67,clear sky,40.6667,-0.6667,
622,Comodoro Rivadavia,AR,66.06,clear sky,-45.8667,-67.5,
623,Guerrero,MX,91.42,clear sky,17.6667,-100.0,
624,Ranau,MY,68.34,broken clouds,5.9538,116.6641,
625,Angoche,MZ,78.48,clear sky,-16.2325,39.9086,
626,Lumajang,ID,73.94,few clouds,-8.1335,113.2248,
628,Mapastepec,MX,94.28,scattered clouds,15.4333,-92.9,
629,Kaeo,NZ,65.32,few clouds,-35.1,173.7833,
630,Lalin,ES,41.05,clear sky,42.7167,-8.1167,
631,Aleksandrov Gay,RU,54.91,overcast clouds,50.147,48.5704,
632,Conde,BR,78.26,light intensity shower rain,-7.2597,-34.9075,
633,Kropotkin,RU,50.76,moderate rain,45.4375,40.5756,
634,Lynn Haven,US,80.98,clear sky,30.2455,-85.6483,
635,Catuday,PH,77.94,scattered clouds,16.2923,119.8062,
636,Goundam,ML,91.44,broken clouds,16.4145,-3.6708,
637,Vostok,RU,27.77,clear sky,46.4856,135.8833,
638,Hit,IQ,79.02,broken clouds,33.6416,42.8251,
639,Myitkyina,MM,66.13,broken clouds,25.3833,97.4,
640,Vanimo,PG,77.86,overcast clouds,-2.6741,141.3028,
641,Plettenberg Bay,ZA,61.59,overcast clouds,-34.0527,23.3716,
642,Nhulunbuy,AU,75.81,overcast clouds,-12.2333,136.7667,
643,Macusani,PE,45.09,broken clouds,-14.0833,-70.4333,
644,Sobolevo,RU,27.57,overcast clouds,54.4299,31.8996,
645,Piacabucu,BR,82.58,few clouds,-10.4056,-36.4344,
646,Talcahuano,CL,62.28,clear sky,-36.7167,-73.1167,
647,Sao Gabriel Da Cachoeira,BR,84.92,broken clouds,-0.1303,-67.0892,
648,Santa Cruz,BO,86.05,few clouds,-17.8,-63.1667,
649,Lasa,IT,37.36,light snow,46.6166,10.7002,
650,Ponta Delgada,PT,61.52,few clouds,37.7333,-25.6667,
651,Huarmey,PE,75.31,few clouds,-10.0681,-78.1522,
652,Kieta,PG,78.62,light rain,-6.2167,155.6333,
653,Svetlyy,RU,34.97,broken clouds,54.675,20.1347,
654,Lampa,CL,78.08,clear sky,-33.2833,-70.9,
655,Mossendjo,CG,72.55,light rain,-2.9506,12.7261,
656,Cabinda,AO,78.96,overcast clouds,-5.55,12.2,
657,Chanika,TZ,72.57,overcast clouds,-5.4167,38.0167,
658,Brindisi,IT,54.18,overcast clouds,40.5833,17.6667,
659,Sines,PT,58.28,scattered clouds,37.9562,-8.8698,
660,Sun City West,US,82.17,clear sky,33.662,-112.3413,
661,Northam,GB,44.62,scattered clouds,51.0333,-4.2167,
662,Ubinskoye,RU,32.88,overcast clouds,55.3068,79.6802,
663,Ekhabi,RU,31.39,overcast clouds,53.5102,142.9671,
664,Benguela,AO,77.32,overcast clouds,-12.5763,13.4055,
665,Bodden Town,KY,86.0,few clouds,19.2833,-81.25,
666,Wajima,JP,46.2,clear sky,37.4,136.9,
667,Pailon,BO,87.48,clear sky,-17.65,-62.75,
668,Labytnangi,RU,9.39,overcast clouds,66.6572,66.4183,
669,Hawkesbury,CA,41.29,overcast clouds,45.6001,-74.616,
670,West Richland,US,58.23,overcast clouds,46.3043,-119.3614,
671,Skibbereen,IE,49.1,overcast clouds,51.55,-9.2667,
672,Hirara,JP,69.08,overcast clouds,24.8,125.2833,
673,Madisonville,US,63.21,clear sky,37.3281,-87.4989,
674,Saint George,US,73.63,clear sky,37.1041,-113.5841,
675,Razole,IN,77.11,clear sky,16.4833,81.8333,
676,Amahai,ID,78.44,overcast clouds,-3.3333,128.9167,
677,Shenjiamen,CN,50.45,few clouds,29.9576,122.298,
678,Oshnaviyeh,IR,55.89,overcast clouds,37.0397,45.0983,
679,Lebyazhye,RU,40.69,overcast clouds,55.2689,66.4947,
680,Klenovyy,UA,46.63,overcast clouds,48.1193,39.4588,
681,San Luis,AR,65.62,clear sky,-33.295,-66.3356,
682,Skagen,DK,41.83,overcast clouds,57.7209,10.5839,
683,Kapuskasing,CA,42.89,broken clouds,49.4169,-82.4331,
684,Beihai,CN,66.22,clear sky,21.4833,109.1,
685,Karratha,AU,81.16,clear sky,-20.7377,116.8463,
686,Mabaruma,GY,83.03,overcast clouds,8.2,-59.7833,
687,Touros,BR,80.55,overcast clouds,-5.1989,-35.4608,
688,Ketchikan,US,44.58,light rain,55.3422,-131.6461,
689,Vrangel,RU,38.08,clear sky,42.7297,133.0839,
690,Charyshskoye,RU,38.07,broken clouds,51.3978,83.5598,
691,Tabou,CI,80.87,light rain,4.423,-7.3528,
692,Manga,BF,89.42,light rain,11.6636,-1.0731,
693,Manokwari,ID,77.97,overcast clouds,-0.8667,134.0833,
694,Araripina,BR,85.8,overcast clouds,-7.5761,-40.4983,
695,Adrar,MR,85.69,clear sky,20.5022,-10.0711,
696,Hindaun,IN,82.44,clear sky,26.7167,77.0167,
697,Antoniny,UA,30.04,overcast clouds,49.8097,26.8771,
698,Smidovich,RU,35.22,broken clouds,48.6,133.8167,
699,Abu Samrah,SY,61.27,overcast clouds,35.3029,37.1841,
700,Corn Island,NI,81.21,scattered clouds,12.1694,-83.0418,
702,Gayeri,BF,96.31,overcast clouds,12.6497,0.4931,
703,Beyla,GN,69.22,heavy intensity rain,8.6833,-8.6333,
704,Ambulu,ID,74.73,clear sky,-8.345,113.6058,
705,Wanxian,CN,64.2,light rain,30.8039,108.3897,
706,Mattru,SL,80.67,light rain,7.6244,-11.8332,
707,Kasongo-Lunda,CD,72.5,scattered clouds,-6.4667,16.8167,
708,Taksimo,RU,6.03,overcast clouds,56.3444,114.8794,
